2021-11-01 00:00:00,raduzhny_1_heavy,200,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_1_light,3800,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,raduzhny_3_light,3800,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,zvezda_1,250,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 00:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5950
2021-11-01 01:00:00,raduzhny_1_heavy,400,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_1_light,3600,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,raduzhny_3_light,3600,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,zvezda_1,500,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 01:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5900
2021-11-01 02:00:00,raduzhny_1_heavy,600,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_1_light,3400,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,raduzhny_3_light,3400,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,zvezda_1,750,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 02:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5850
2021-11-01 03:00:00,raduzhny_1_heavy,800,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_1_light,3200,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,raduzhny_3_light,3200,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,zvezda_1,1000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 03:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5800
2021-11-01 04:00:00,raduzhny_1_heavy,1000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_1_light,3000,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,raduzhny_3_light,3000,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,zvezda_1,1250,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 04:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5750
2021-11-01 05:00:00,raduzhny_1_heavy,1200,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 05:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 05:00:00,raduzhny_1_light,2800,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 05:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 05:00:00,raduzhny_3_light,2800,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 05:00:00,zvezda_1,1500,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 05:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5700
2021-11-01 06:00:00,raduzhny_1_heavy,1400,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 06:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 06:00:00,raduzhny_1_light,2600,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 06:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 06:00:00,raduzhny_3_light,2600,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 06:00:00,zvezda_1,1750,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 06:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5650
2021-11-01 07:00:00,raduzhny_1_heavy,1600,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 07:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 07:00:00,raduzhny_1_light,2400,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 07:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 07:00:00,raduzhny_3_light,2400,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 07:00:00,zvezda_1,2000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 07:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5600
2021-11-01 08:00:00,raduzhny_1_heavy,1800,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 08:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 08:00:00,raduzhny_1_light,2200,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 08:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 08:00:00,raduzhny_3_light,2200,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 08:00:00,zvezda_1,2250,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 08:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5550
2021-11-01 09:00:00,raduzhny_1_heavy,2000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 09:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 09:00:00,raduzhny_1_light,2000,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 09:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 09:00:00,raduzhny_3_light,2000,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 09:00:00,zvezda_1,2500,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 09:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5500
2021-11-01 10:00:00,raduzhny_1_heavy,2200,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 10:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 10:00:00,raduzhny_1_light,1800,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 10:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 10:00:00,raduzhny_3_light,1800,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 10:00:00,zvezda_1,2750,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 10:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5450
2021-11-01 11:00:00,raduzhny_1_heavy,2400,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 11:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 11:00:00,raduzhny_1_light,1600,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 11:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 11:00:00,raduzhny_3_light,1600,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 11:00:00,zvezda_1,3000,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 11:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5400
2021-11-01 12:00:00,raduzhny_1_heavy,2600,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5350
2021-11-01 12:00:00,raduzhny_2_heavy,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5350
2021-11-01 12:00:00,raduzhny_1_light,1400,1240,unloading,[<train.Train object at 0x000001AB4E8C6088>],5350
2021-11-01 12:00:00,raduzhny_2_light,0,2480,loading,[<train.Train object at 0x000001AB4E8C6088>],5350
2021-11-01 12:00:00,raduzhny_3_light,1400,2480,unloading,[<train.Train object at 0x000001AB4E8C6088>],5350
2021-11-01 12:00:00,zvezda_1,3250,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5350
2021-11-01 12:00:00,zvezda_2,0,0,loading,[<train.Train object at 0x000001AB4E8C6088>],5350
